student_id,age,gender,course,year,daily_study_hours,daily_sleep_hours,screen_time_hours,stress_level,anxiety_score,depression_score,academic_pressure_score,financial_stress_score,social_support_score,physical_activity_hours,sleep_quality,attendance_percentage,cgpa,internet_quality,burnout_level
STU01003,22,Female,AIDS,3rd Year,6.7,7.5,4.2,Low,1,1,1,3,10,1.0,Good,88.2,8.14,Average,Low
STU01004,25,Female,AIML,1st Year,5.0,6.8,2.0,Low,1,1,1,5,8,2.3,Average,85.4,7.45,Poor,Low
STU01005,19,Male,Cyber,1st Year,4.3,7.1,5.7,Medium,3,4,3,7,3,2.1,Poor,79.2,7.72,Good,High
STU01006,25,Female,CSE,2nd Year,4.2,4.5,6.5,High,5,3,6,10,5,1.4,Average,71.8,9.22,Good,High
STU01007,24,Male,Cyber,3rd Year,3.8,6.7,5.1,High,7,5,9,7,6,2.5,Average,85.0,7.55,Average,High
STU01008,22,Male,CSE,4th Year,2.8,7.1,5.2,Medium,6,3,6,9,6,0.7,Average,86.7,8.43,Good,High
STU01009,23,Male,CSE,4th Year,8.9,6.3,3.0,High,7,5,6,10,5,0.9,Poor,92.9,7.5,Good,Medium
STU01010,22,Female,ECE,4th Year,7.8,7.4,2.9,Low,4,1,3,1,4,2.0,Good,100.0,8.13,Average,Low
STU01011,20,Male,AIML,3rd Year,3.5,5.7,5.5,Low,6,6,5,1,6,1.8,Average,83.3,7.82,Good,Medium
STU01012,24,Male,CSE,3rd Year,1.5,8.8,5.2,Low,3,3,1,1,7,1.6,Average,96.2,9.42,Good,Low
STU01013,19,Male,CIVIL,1st Year,5.4,6.3,4.8,High,8,7,5,7,4,0.8,Poor,82.3,8.44,Good,Medium
STU01014,20,Male,CSE,3rd Year,4.3,7.0,7.0,Low,1,4,1,5,10,2.5,Average,87.0,7.33,Average,Low
STU01015,22,Male,ECE,1st Year,6.2,7.1,5.9,Medium,5,6,7,6,4,1.5,Poor,78.2,8.21,Poor,High
STU01016,24,Male,Cyber,1st Year,6.2,7.7,2.2,Low,2,3,2,4,7,1.8,Good,93.7,7.88,Average,High
STU01017,21,Male,AIML,1st Year,2.8,6.7,6.5,Low,4,5,5,3,7,1.9,Good,100.0,7.72,Good,Low
STU01018,21,Male,Cyber,4th Year,7.5,5.9,4.4,Medium,4,6,5,3,6,1.1,Poor,87.3,8.13,Good,Low
STU01019,18,Female,CSE,3rd Year,4.4,6.7,5.8,High,6,5,7,4,5,1.3,Poor,82.9,8.6,Average,High
STU01020,18,Male,AIDS,4th Year,5.7,8.9,2.5,Low,4,2,2,4,10,2.0,Good,93.3,9.27,Good,Low
STU01021,18,Female,AIML,4th Year,4.4,7.6,2.8,High,6,2,8,3,5,1.3,Average,88.8,8.33,Average,High
STU01022,18,Male,CSE,4th Year,6.3,7.6,5.1,Low,3,3,2,3,6,1.5,Average,88.0,8.66,Average,Low
STU01023,24,Male,AIML,1st Year,1.0,8.5,3.3,Low,3,2,2,7,7,1.8,Good,95.7,9.07,Good,Low
STU01024,24,Male,CIVIL,4th Year,6.4,6.8,7.5,High,8,7,10,3,4,1.5,Average,80.2,7.07,Average,High
STU01025,24,Male,AIDS,4th Year,3.6,6.9,4.4,High,6,7,7,8,6,0.3,Poor,71.4,8.59,Average,High
STU01026,18,Male,CIVIL,4th Year,5.2,6.7,3.6,Medium,5,4,6,3,4,1.9,Poor,83.9,7.42,Average,Medium
STU01027,18,Female,ECE,1st Year,7.4,7.0,5.1,Medium,8,8,5,2,3,1.3,Poor,84.2,8.04,Average,Medium
STU01028,20,Male,ECE,1st Year,3.6,6.4,8.9,Medium,6,1,8,6,7,0.9,Poor,80.9,7.57,Good,High
STU01029,22,Male,Cyber,4th Year,3.2,5.9,6.0,Low,4,7,3,6,8,2.5,Good,85.7,7.31,Good,Low
STU01030,20,Female,CIVIL,1st Year,4.1,8.2,5.0,Low,4,1,4,1,9,1.9,Average,94.5,8.55,Average,Low
STU01031,21,Male,Cyber,2nd Year,4.1,8.4,5.6,Medium,4,5,4,7,8,0.9,Poor,83.6,8.14,Average,Medium
STU01032,19,Male,AIML,2nd Year,2.8,6.5,3.4,Low,2,3,2,6,7,2.8,Good,84.4,8.15,Average,Low
STU01033,23,Male,ECE,1st Year,5.0,7.4,8.0,Low,3,5,2,3,8,2.5,Average,80.1,8.05,Average,Low
STU01034,20,Male,Cyber,1st Year,5.3,6.3,5.9,Medium,7,5,8,10,7,1.0,Average,79.6,8.73,Average,Medium
STU01035,18,Male,CSE,4th Year,5.8,7.7,5.6,Low,5,1,5,1,6,1.4,Poor,94.8,9.33,Poor,Low
STU01036,23,Female,AIML,4th Year,4.3,5.3,9.2,High,10,9,10,10,2,0.2,Poor,66.6,7.56,Good,High
STU01037,25,Female,AIML,4th Year,3.0,9.0,2.3,Medium,3,2,4,1,6,0.9,Good,90.9,8.44,Average,Medium
STU01038,18,Male,AIDS,2nd Year,4.8,6.6,3.9,Medium,5,2,5,7,5,1.7,Average,80.0,7.02,Average,Low
STU01039,21,Female,AIML,1st Year,4.2,9.0,3.6,Low,5,3,3,2,9,2.5,Good,85.1,8.65,Poor,Low
STU01040,24,Female,AIDS,2nd Year,4.5,8.5,6.1,Low,7,3,6,5,9,2.0,Average,76.7,8.32,Good,Low
STU01041,23,Male,Cyber,2nd Year,3.6,7.5,3.2,Low,5,5,5,3,8,1.6,Average,84.4,8.4,Poor,Low
STU01042,24,Female,AIDS,1st Year,5.8,6.4,5.9,Medium,5,6,4,6,6,1.7,Poor,74.1,7.02,Average,Medium
STU01043,21,Female,CSE,3rd Year,3.2,7.1,4.5,Medium,4,7,5,7,7,1.0,Poor,94.2,8.55,Good,Medium
STU01044,20,Female,CIVIL,4th Year,4.7,6.9,3.0,Low,4,4,5,4,6,2.6,Poor,82.0,8.82,Average,Low
STU01045,23,Female,Cyber,2nd Year,4.3,8.1,4.2,Medium,5,5,4,10,5,1.2,Good,83.6,7.48,Good,Low
STU01046,19,Male,AIML,2nd Year,4.6,6.8,4.6,Low,2,2,2,4,7,1.6,Poor,86.9,8.72,Average,Low
STU01047,19,Male,AIML,2nd Year,7.0,7.0,2.7,Medium,7,2,2,8,6,1.4,Average,87.9,7.82,Good,Low
STU01048,22,Female,AIML,1st Year,2.5,6.8,6.7,Low,3,4,5,4,8,1.3,Average,95.6,7.98,Good,Medium
STU01049,23,Male,AIML,1st Year,1.0,5.2,5.9,Low,4,6,4,5,7,1.4,Average,73.3,7.09,Average,Low
STU01050,18,Male,ECE,2nd Year,4.1,7.3,6.2,Medium,7,7,6,5,6,1.2,Poor,81.7,7.52,Good,High
STU01051,22,Female,CIVIL,2nd Year,2.9,7.9,5.0,Medium,6,4,5,7,8,1.7,Average,70.5,7.58,Average,Low
STU01052,20,Male,ECE,3rd Year,1.0,6.4,3.6,Low,2,2,6,7,7,1.1,Average,92.9,8.13,Good,High
STU01053,22,Male,Cyber,4th Year,7.7,8.7,2.8,Low,1,2,1,1,7,2.2,Good,88.9,9.1,Good,Low
STU01054,25,Female,Cyber,1st Year,6.1,5.1,6.2,High,7,6,9,6,5,0.7,Poor,67.6,8.35,Good,High
STU01055,18,Male,AIDS,1st Year,6.0,7.2,3.7,High,6,5,5,5,6,2.1,Average,74.9,7.74,Good,High
STU01056,25,Male,AIDS,1st Year,4.7,6.3,6.1,High,10,6,7,6,6,1.6,Poor,85.1,7.92,Average,High
STU01057,21,Female,AIML,1st Year,6.1,6.2,5.2,High,8,5,7,7,4,1.0,Poor,62.8,6.81,Average,High
STU01058,24,Male,CIVIL,3rd Year,4.2,7.0,5.6,Low,5,5,3,1,6,1.2,Average,85.1,7.9,Average,Low
STU01059,21,Male,AIML,4th Year,6.2,7.3,5.0,Low,3,3,4,4,9,2.0,Good,83.2,8.3,Good,Low
STU01060,20,Male,AIDS,4th Year,5.3,6.5,3.1,High,7,7,4,8,5,1.0,Average,80.5,7.42,Good,High
STU01061,24,Female,CIVIL,3rd Year,5.0,6.5,5.6,High,9,6,8,4,7,1.4,Poor,75.0,8.06,Good,High
STU01062,23,Male,ECE,2nd Year,5.0,8.2,2.9,Medium,7,4,4,4,5,1.5,Good,75.8,7.86,Average,Medium
STU01063,19,Male,CSE,1st Year,7.5,6.6,2.3,Low,4,4,3,5,8,3.0,Good,80.6,8.27,Average,Medium
STU01064,23,Male,ECE,2nd Year,5.4,8.5,4.9,High,6,5,7,6,5,0.6,Average,84.0,8.48,Good,High
STU01065,24,Male,CSE,2nd Year,3.3,6.0,9.3,Medium,7,5,6,8,7,0.0,Average,77.4,7.41,Good,Medium
STU01066,21,Female,AIDS,4th Year,5.5,7.2,5.9,Medium,7,4,5,5,5,1.3,Poor,86.9,8.56,Poor,Medium
STU01067,25,Male,AIML,2nd Year,5.5,8.2,5.5,High,2,1,3,5,7,1.1,Poor,87.5,9.26,Poor,High
STU01068,23,Female,ECE,1st Year,4.9,6.3,6.4,Medium,4,5,7,3,7,0.9,Good,84.8,8.58,Average,Medium
STU01069,20,Male,CIVIL,2nd Year,4.7,8.5,4.8,Medium,4,6,4,7,7,1.1,Average,88.8,8.08,Poor,Medium
STU01070,18,Male,CSE,1st Year,3.1,7.2,6.6,High,6,7,6,8,6,0.9,Average,76.7,7.18,Good,Medium
STU01071,23,Female,AIML,4th Year,5.2,6.5,4.5,Medium,3,5,3,5,5,0.9,Poor,73.7,7.41,Average,Medium
STU01072,19,Male,ECE,1st Year,2.3,9.0,4.1,Low,2,4,2,6,10,2.7,Average,98.1,7.6,Average,Medium
STU01073,24,Male,AIML,1st Year,4.6,5.8,6.8,Medium,7,4,6,7,7,1.4,Poor,75.1,8.19,Average,High
STU01074,22,Female,CSE,1st Year,3.9,6.0,6.6,High,10,9,8,8,6,1.9,Poor,83.7,8.15,Average,High
STU01075,21,Male,CSE,4th Year,6.9,7.0,7.4,High,6,5,8,7,3,1.3,Poor,79.4,7.88,Good,High
STU01076,19,Male,AIML,2nd Year,7.8,7.5,5.5,High,7,8,5,5,7,2.0,Poor,77.8,7.23,Average,High
STU01077,23,Female,ECE,3rd Year,2.4,8.2,5.6,Low,3,4,3,2,8,2.0,Good,94.3,8.27,Poor,High
STU01078,19,Male,ECE,2nd Year,5.3,6.0,6.1,High,9,5,8,5,3,1.9,Poor,87.2,8.39,Average,High
STU01079,21,Male,CSE,1st Year,4.5,6.3,8.3,Medium,6,7,7,6,3,1.6,Average,85.2,8.15,Good,Medium
STU01080,24,Male,Cyber,4th Year,5.5,8.5,4.9,Low,2,2,2,5,8,1.5,Average,88.4,8.78,Good,Low
STU01081,25,Male,AIML,1st Year,5.0,7.4,4.0,Low,4,3,4,4,9,2.1,Good,98.5,10.0,Average,Low
STU01082,25,Male,AIML,1st Year,4.4,5.9,3.9,Low,6,6,5,4,6,1.4,Poor,67.6,7.86,Good,Medium
STU01083,25,Female,AIDS,3rd Year,5.3,5.6,4.8,Medium,7,4,9,4,4,1.2,Poor,70.0,6.44,Poor,Low
STU01084,22,Male,AIML,1st Year,4.5,8.4,3.5,Medium,7,5,7,7,7,1.7,Average,80.5,7.41,Average,Medium
STU01085,19,Female,Cyber,1st Year,8.1,5.7,5.8,High,7,5,9,6,5,1.6,Poor,89.6,8.09,Poor,Low
STU01086,24,Male,CIVIL,4th Year,3.1,8.0,2.0,Low,1,2,4,1,9,1.0,Average,97.6,8.49,Good,Low
STU01087,24,Male,Cyber,2nd Year,5.2,8.6,5.9,Low,3,5,1,6,8,1.7,Good,73.0,8.04,Good,Low
STU01088,25,Male,ECE,1st Year,5.4,8.4,3.5,Low,2,2,1,4,8,2.6,Good,87.8,8.49,Poor,Medium
STU01089,23,Female,CSE,2nd Year,5.6,6.6,4.5,Low,5,3,3,8,8,2.0,Average,75.4,7.7,Average,Medium
STU01090,19,Male,CSE,3rd Year,4.8,5.1,5.0,High,10,8,9,7,1,0.4,Poor,74.9,7.62,Poor,High
STU01091,22,Male,CSE,1st Year,8.0,7.4,6.1,High,10,6,10,10,4,0.0,Poor,80.0,8.24,Average,Low
STU01092,21,Female,AIDS,1st Year,1.3,5.7,2.5,Medium,5,4,4,7,4,2.4,Poor,88.7,8.69,Poor,Low
STU01093,24,Female,AIDS,3rd Year,2.9,6.7,6.7,Medium,4,3,6,5,9,1.6,Poor,87.0,8.98,Average,Low
STU01094,21,Male,CSE,3rd Year,6.1,7.3,3.2,High,8,6,8,2,3,2.4,Good,79.6,7.49,Good,High
STU01095,20,Female,CSE,4th Year,3.5,6.3,3.9,Medium,5,6,8,6,8,1.8,Average,79.1,7.67,Poor,Low
STU01096,18,Male,AIML,2nd Year,2.9,8.2,5.6,Low,3,3,4,6,6,1.6,Average,94.5,8.21,Good,Low
STU01097,24,Male,ECE,1st Year,4.0,5.8,5.2,Medium,6,4,5,4,5,0.3,Average,100.0,8.54,Poor,Medium
STU01098,24,Male,ECE,3rd Year,3.9,5.8,6.6,High,10,6,7,1,4,0.7,Poor,66.1,7.26,Average,Medium
STU01099,18,Male,ECE,3rd Year,5.9,8.0,4.7,Low,5,5,3,7,9,1.8,Good,99.4,8.31,Average,Low
STU01100,21,Male,CIVIL,1st Year,6.4,7.8,5.8,Medium,6,3,7,4,7,2.0,Average,87.3,9.05,Good,High
STU01101,21,Female,AIML,3rd Year,5.2,6.3,5.3,Medium,4,5,5,5,8,0.9,Average,88.5,8.05,Average,Low
STU01102,21,Male,ECE,1st Year,7.0,5.7,3.4,High,8,5,5,7,5,1.5,Poor,82.2,8.01,Poor,Medium
STU01103,25,Female,Cyber,4th Year,2.3,7.3,5.6,Low,3,4,6,5,7,1.8,Average,96.0,8.33,Good,Low
STU01104,19,Female,AIML,4th Year,5.2,5.6,5.8,High,5,4,7,7,6,2.0,Average,84.3,8.3,Good,High
STU01105,20,Female,CIVIL,2nd Year,7.6,7.6,7.3,High,8,7,6,7,4,1.1,Poor,74.1,8.18,Good,High
STU01106,19,Female,CSE,4th Year,7.2,5.9,5.3,High,9,10,9,4,1,1.1,Poor,76.8,8.28,Poor,High
STU01107,19,Female,ECE,4th Year,7.6,6.2,4.1,Medium,6,6,5,5,6,1.7,Poor,91.6,7.47,Average,Low
STU01108,25,Female,AIDS,1st Year,3.9,5.9,5.7,Medium,6,5,6,4,6,2.0,Good,82.2,8.06,Good,Medium
STU01109,25,Male,CIVIL,2nd Year,7.0,5.4,5.3,High,10,7,10,5,5,0.5,Poor,58.5,7.3,Good,High
STU01110,18,Male,Cyber,3rd Year,4.1,5.7,2.0,Medium,5,8,3,5,5,0.0,Poor,83.6,7.88,Good,Medium
STU01111,23,Male,AIML,1st Year,5.7,8.0,4.3,Low,3,1,4,7,7,1.8,Good,88.7,8.81,Average,Low
STU01112,19,Male,AIDS,2nd Year,7.4,5.9,6.6,Medium,8,7,6,8,8,1.3,Average,80.5,8.67,Average,Low
STU01113,19,Male,AIDS,1st Year,3.8,6.6,6.0,High,7,7,10,7,5,0.5,Poor,73.2,7.15,Good,High
STU01114,20,Female,Cyber,4th Year,1.7,7.1,6.2,Medium,8,5,7,3,6,0.5,Poor,91.0,8.67,Good,Low
STU01115,19,Male,AIDS,2nd Year,8.3,7.7,5.6,Medium,5,5,5,2,7,1.2,Average,63.5,7.14,Poor,Low
STU01116,21,Female,AIML,3rd Year,5.5,7.8,3.9,Low,3,1,3,3,9,1.9,Good,89.3,8.75,Good,Medium
STU01117,25,Male,ECE,2nd Year,4.8,7.8,5.3,Medium,4,5,5,7,9,1.6,Average,83.1,7.45,Average,Medium
STU01118,22,Male,AIDS,1st Year,5.0,7.4,8.1,High,5,7,6,6,4,0.0,Average,93.2,7.33,Average,High
STU01119,23,Male,AIML,4th Year,1.0,7.7,2.8,Low,2,6,2,9,7,1.0,Average,87.4,8.15,Average,Medium
STU01120,21,Male,Cyber,1st Year,5.3,7.2,6.0,Medium,8,6,5,7,8,2.2,Poor,86.7,7.83,Good,Medium
STU01121,18,Male,CIVIL,1st Year,3.9,6.5,3.3,Medium,3,5,2,8,6,1.5,Average,84.7,6.43,Average,Low
STU01122,18,Male,AIDS,2nd Year,4.9,6.3,3.5,Medium,6,4,4,7,7,1.7,Average,85.9,8.49,Average,Medium
STU01123,20,Male,CIVIL,3rd Year,5.1,7.8,7.0,Medium,5,8,3,6,6,0.7,Average,95.0,8.41,Good,Low
STU01124,19,Male,AIML,2nd Year,1.0,7.1,4.0,High,7,4,6,10,4,1.3,Average,71.1,7.4,Average,High
STU01125,24,Male,CIVIL,1st Year,6.0,7.2,5.3,High,7,5,7,4,5,1.1,Average,74.7,7.64,Good,Low
STU01126,24,Male,CSE,2nd Year,5.1,6.8,7.4,Low,6,1,3,1,8,1.5,Average,92.4,8.1,Average,Low
STU01127,24,Male,Cyber,1st Year,5.2,9.0,5.1,Low,3,3,1,2,8,1.3,Good,91.5,7.54,Average,Medium
STU01128,23,Male,Cyber,1st Year,4.7,6.4,4.5,High,7,6,6,9,7,0.9,Poor,78.6,6.8,Good,High
STU01129,22,Male,AIDS,3rd Year,5.0,6.4,4.0,Medium,6,3,3,7,6,2.8,Poor,83.7,8.52,Good,Medium
STU01130,23,Male,CIVIL,1st Year,5.8,5.3,6.6,High,9,10,10,6,2,0.7,Poor,81.0,8.02,Average,High
STU01131,21,Male,AIDS,2nd Year,6.0,7.2,8.6,High,10,7,10,7,6,1.3,Poor,77.4,7.72,Good,Medium
STU01132,23,Female,ECE,3rd Year,6.4,4.7,5.7,High,10,8,9,9,1,0.7,Poor,67.3,7.49,Good,High
STU01133,24,Female,Cyber,3rd Year,5.3,6.6,3.0,Medium,5,3,4,3,8,1.7,Poor,88.1,8.69,Good,Medium
STU01134,24,Female,Cyber,1st Year,8.5,9.0,6.6,High,7,8,7,6,8,1.0,Poor,79.0,8.3,Good,Medium
STU01135,22,Male,Cyber,2nd Year,3.9,7.2,3.8,Medium,7,5,7,6,5,1.9,Poor,81.8,7.19,Average,Medium
STU01136,18,Male,CSE,1st Year,4.5,5.7,4.7,High,7,6,10,6,7,1.4,Poor,76.0,7.75,Average,Medium
STU01137,23,Male,Cyber,4th Year,8.0,6.0,4.8,Low,4,5,5,4,8,1.2,Poor,73.9,7.93,Average,Medium
STU01138,20,Female,AIDS,1st Year,5.0,4.6,6.3,High,7,8,8,6,4,0.8,Poor,81.6,7.4,Poor,High
STU01139,23,Female,ECE,1st Year,6.7,6.9,3.4,Low,6,6,5,4,6,2.1,Good,86.4,8.68,Good,Low
STU01140,22,Female,AIDS,2nd Year,5.3,7.4,5.8,Medium,5,6,4,1,3,0.0,Poor,92.7,8.87,Average,High
STU01141,25,Female,AIML,1st Year,4.2,9.0,4.5,Low,4,1,3,8,8,2.2,Average,78.4,6.98,Average,Low
STU01142,20,Male,Cyber,1st Year,6.9,4.7,4.9,High,8,8,6,8,6,1.6,Poor,78.5,7.66,Average,Medium
STU01143,25,Female,CSE,1st Year,5.9,5.8,7.1,Low,4,4,4,6,7,1.2,Average,81.3,7.86,Average,Medium
STU01144,24,Female,AIML,3rd Year,2.4,6.4,6.1,Low,5,5,6,6,9,1.4,Poor,76.7,8.25,Average,Low
STU01145,20,Male,Cyber,3rd Year,5.4,9.0,4.1,Medium,6,7,5,5,6,1.7,Average,68.6,6.94,Good,Low
STU01146,21,Female,AIML,3rd Year,3.3,7.5,7.5,Low,5,4,3,8,7,0.8,Poor,72.7,6.05,Average,Medium
STU01147,22,Male,CSE,3rd Year,7.3,7.2,4.5,Low,5,5,5,9,8,2.0,Average,84.4,8.52,Average,Low
STU01148,24,Female,ECE,2nd Year,8.4,5.3,6.1,High,10,5,8,9,6,1.4,Poor,74.5,8.32,Average,High
STU01149,23,Female,Cyber,4th Year,8.3,5.0,4.4,High,4,8,5,10,6,1.5,Poor,76.3,7.1,Good,High
STU01150,24,Male,AIML,3rd Year,5.3,7.6,4.7,Low,6,6,4,3,8,2.1,Average,100.0,8.45,Poor,Low
STU01151,20,Female,AIML,4th Year,4.3,6.4,5.1,High,8,6,8,7,5,1.7,Poor,98.4,8.73,Average,High
STU01152,22,Male,Cyber,3rd Year,5.4,7.0,3.9,Medium,6,4,4,7,8,3.0,Average,85.2,7.61,Average,Medium
STU01153,21,Female,Cyber,2nd Year,3.0,7.2,3.8,Low,4,3,5,3,8,2.3,Average,75.9,8.19,Average,Low
STU01154,25,Female,Cyber,2nd Year,9.0,6.7,3.6,Low,4,2,3,4,9,2.3,Poor,89.8,8.76,Good,Low
STU01155,20,Female,ECE,2nd Year,7.2,5.8,6.8,Low,8,6,6,3,4,1.5,Poor,64.0,6.99,Good,Low
STU01156,22,Female,CSE,1st Year,5.5,8.1,3.5,Low,4,4,5,5,7,2.6,Poor,71.6,7.56,Good,Low
STU01157,18,Male,CIVIL,2nd Year,6.3,7.2,3.2,Low,1,1,3,1,10,1.4,Good,94.9,7.78,Good,Medium
STU01158,24,Male,CSE,1st Year,4.0,6.8,5.0,Low,4,4,5,2,6,0.7,Average,72.7,7.79,Average,Low
STU01159,21,Male,Cyber,1st Year,3.3,6.1,6.1,High,6,6,7,8,7,1.2,Poor,74.4,7.0,Average,High
STU01160,20,Male,CSE,4th Year,1.0,7.7,6.1,Low,4,4,5,6,7,2.0,Poor,72.2,7.86,Average,Low
STU01161,22,Male,Cyber,3rd Year,5.1,6.1,3.1,Medium,8,5,4,7,6,0.1,Average,83.2,8.33,Average,Medium
STU01162,21,Male,AIML,3rd Year,4.9,7.1,6.9,High,8,6,9,10,5,1.1,Poor,86.3,8.43,Average,High
STU01163,24,Male,AIDS,2nd Year,6.1,5.8,4.3,Medium,10,8,8,7,4,1.1,Good,73.5,8.95,Average,High
STU01164,22,Male,AIML,3rd Year,5.3,6.1,5.5,High,10,7,7,4,2,1.6,Poor,77.2,7.72,Average,Medium
STU01165,22,Female,ECE,4th Year,5.2,9.0,2.0,Low,4,2,1,3,10,2.7,Good,87.9,8.59,Average,Low
STU01166,18,Male,AIML,3rd Year,6.9,5.0,6.3,High,10,8,7,6,7,0.0,Poor,68.2,7.19,Good,High
STU01167,18,Female,CSE,3rd Year,2.5,7.1,5.0,Medium,10,6,7,6,6,0.7,Average,72.5,6.99,Good,Medium
STU01168,21,Male,AIML,2nd Year,7.2,6.4,9.5,High,10,10,10,7,3,0.2,Poor,77.2,7.54,Good,High
STU01169,25,Male,Cyber,2nd Year,4.1,7.5,4.8,Medium,5,1,8,4,7,2.2,Good,74.2,7.74,Average,Medium
STU01170,25,Male,Cyber,3rd Year,5.5,7.7,4.2,Low,2,5,2,2,10,2.3,Poor,87.3,8.78,Average,Low
STU01171,23,Male,CIVIL,4th Year,6.8,8.7,3.8,Medium,6,5,5,7,6,1.2,Good,85.2,7.53,Good,High
STU01172,23,Male,ECE,2nd Year,6.8,6.9,5.9,Low,5,7,3,3,7,1.7,Average,90.5,7.92,Good,High
STU01173,21,Male,CIVIL,2nd Year,5.4,6.6,7.9,High,9,5,9,10,3,0.7,Poor,82.6,8.0,Average,Medium
STU01174,19,Male,AIML,2nd Year,5.6,5.9,7.3,High,8,5,7,8,4,2.3,Average,76.6,7.53,Average,Low
STU01175,18,Male,AIDS,2nd Year,6.6,7.0,3.4,Medium,4,5,4,5,7,1.8,Good,77.8,6.93,Poor,Low
STU01176,20,Female,Cyber,4th Year,2.2,7.8,4.4,Low,6,5,5,4,8,2.0,Good,90.5,7.92,Good,High
STU01177,20,Male,ECE,3rd Year,3.4,6.3,5.8,Low,6,6,8,4,7,2.1,Poor,72.7,7.16,Good,Low
STU01178,19,Female,CIVIL,2nd Year,4.4,5.0,4.2,Medium,5,4,6,6,4,2.1,Poor,76.3,8.55,Average,Medium
STU01179,20,Male,ECE,2nd Year,2.5,7.4,8.2,Medium,5,3,5,2,5,1.6,Good,94.3,8.55,Average,Low
STU01180,18,Female,CIVIL,2nd Year,4.8,5.3,5.5,Medium,7,4,8,2,5,1.0,Average,80.2,6.35,Average,Low
STU01181,22,Female,AIDS,1st Year,4.7,6.8,6.3,High,10,7,9,3,3,1.8,Poor,79.5,7.97,Average,Low
STU01182,25,Female,CSE,2nd Year,5.4,6.2,5.4,High,8,5,8,9,6,1.1,Average,81.9,7.85,Good,High
STU01183,23,Female,ECE,4th Year,4.9,7.7,5.3,Medium,7,3,6,6,4,1.1,Average,82.0,7.15,Average,High
STU01184,21,Male,Cyber,3rd Year,6.4,7.1,5.1,Low,2,1,2,2,9,3.0,Poor,80.1,9.05,Poor,Low
STU01185,21,Male,CIVIL,1st Year,6.0,6.4,5.2,Medium,5,5,5,6,6,1.0,Average,84.7,7.33,Average,High
STU01186,20,Male,AIDS,3rd Year,4.7,6.9,4.2,Low,4,6,3,1,8,0.8,Good,85.3,8.78,Good,Low
STU01187,19,Female,CSE,3rd Year,4.4,5.5,3.7,Medium,4,6,5,5,5,2.1,Poor,75.7,7.51,Average,Medium
STU01188,22,Female,CSE,1st Year,4.7,8.2,6.2,Medium,5,6,5,8,4,1.3,Poor,76.3,7.2,Average,Low
STU01189,22,Male,CSE,3rd Year,4.9,5.3,5.0,Medium,7,6,3,5,6,1.7,Average,81.7,9.08,Good,Medium
STU01190,18,Female,Cyber,3rd Year,9.3,8.4,4.0,Low,4,3,1,1,9,2.9,Average,75.8,7.51,Good,Low
STU01191,21,Male,CSE,4th Year,2.1,7.9,2.0,Medium,1,6,4,3,10,1.2,Good,86.6,7.74,Good,Medium
STU01192,20,Female,AIDS,1st Year,3.6,5.9,6.1,High,7,5,10,10,4,1.0,Poor,74.4,7.1,Good,High
STU01193,19,Female,Cyber,1st Year,2.8,7.6,3.8,Low,3,2,2,5,9,2.7,Good,85.4,7.86,Poor,Low
STU01194,23,Male,AIDS,2nd Year,5.5,7.1,2.8,Medium,8,4,6,3,7,1.9,Average,85.2,8.36,Good,Medium
STU01195,22,Female,AIML,1st Year,5.7,5.9,7.3,High,8,8,7,10,7,1.1,Poor,82.7,7.73,Good,High
STU01196,23,Female,Cyber,2nd Year,4.2,6.6,5.3,High,6,5,7,3,5,2.5,Average,72.2,8.08,Average,High
STU01197,23,Male,CSE,4th Year,6.8,7.0,8.4,High,6,7,8,4,2,1.2,Poor,85.4,8.03,Good,High
STU01198,25,Male,CIVIL,1st Year,5.7,5.8,7.3,Low,5,6,4,2,6,1.6,Poor,78.9,6.92,Average,Medium
STU01199,24,Male,CSE,2nd Year,6.9,6.7,4.9,Medium,6,7,6,2,5,2.2,Poor,92.8,8.22,Average,Low
STU01200,22,Female,CSE,4th Year,7.5,4.0,8.2,Medium,10,8,8,8,5,1.6,Poor,71.1,7.68,Average,High
STU01201,25,Male,CSE,2nd Year,1.3,4.8,7.7,High,8,8,6,4,3,2.1,Poor,67.2,7.12,Poor,Medium
STU01202,21,Female,AIDS,2nd Year,5.8,8.3,2.8,Low,1,1,1,7,9,1.6,Good,96.9,9.76,Good,Medium
STU01203,25,Female,CSE,3rd Year,2.5,6.7,3.4,Low,6,5,5,3,8,2.4,Good,87.8,8.34,Average,Low
STU01204,24,Male,ECE,1st Year,5.6,5.6,3.0,Medium,8,5,6,6,5,1.3,Average,88.5,8.34,Average,Low
STU01205,23,Male,AIDS,1st Year,4.7,7.1,5.1,Low,3,2,4,3,7,1.3,Average,87.3,8.67,Average,Medium
STU01206,25,Female,AIDS,3rd Year,5.4,5.6,5.4,High,9,10,9,8,6,1.1,Poor,93.4,7.37,Average,High
STU01207,22,Female,CSE,2nd Year,2.8,5.9,5.7,Medium,6,3,5,8,5,1.6,Average,80.8,8.16,Average,Medium
STU01208,23,Male,CSE,2nd Year,6.9,5.3,4.5,High,7,6,7,7,8,2.5,Average,90.0,8.24,Average,High
STU01209,20,Male,Cyber,1st Year,3.0,4.4,5.2,High,6,7,7,6,6,1.3,Poor,72.7,7.11,Good,High
STU01210,25,Male,CSE,4th Year,6.3,7.6,4.3,Low,5,6,3,3,6,1.1,Average,86.8,7.41,Good,Medium
